well,chemical,gene,CTvalue,replicate
c4,0.1umdehtp,plin,30.59,2
d4,1umdehtp,plin,30.27,2
e4,10umdehtp,plin,30.97,2
f4,20umdehtp,plin,30.87,2
a5,mi,plin,31.42,2
b5,0.01umdehtp,plin,32.07,2
c5,0.1umdehtp,plin,30.49,2
d5,1umdehtp,plin,30.22,2
e5,10umdehtp,plin,31,2
f5,20umdehtp,plin,30.89,2
a6,mi,plin,31.29,2
b6,0.01umdehtp,plin,31.82,2
c6,0.1umdehtp,plin,30.64,2
d6,1umdehtp,plin,30.13,2
e6,10umdehtp,plin,30.63,2
f6,20umdehtp,plin,30.73,2
a7,mi,plin,31.07,2
b7,0.01umdeha,plin,30.96,2
c7,0.1umdeha,plin,31.29,2
d7,1umdeha,plin,31.01,2
e7,10umdeha,plin,31.38,2
f7,20umdeha,plin,30.15,2
a8,mi,plin,31.11,2
b8,0.01umdeha,plin,31.16,2
c8,0.1umdeha,plin,30.97,2
d8,1umdeha,plin,30.72,2
e8,10umdeha,plin,31.48,2
f8,20umdeha,plin,30.11,2
a9,mi,plin,30.93,2
b9,0.01umdeha,plin,31.23,2
c9,0.1umdeha,plin,31.33,2
d9,1umdeha,plin,30.58,2
e9,10umdeha,plin,31.13,2
f9,20umdeha,plin,30.14,2
a10,mir,plin,24.4,2
b10,mid,plin,24.07,2
c10,mie,plin,31.28,2
d10,mi,plin,31.18,2
a11,mir,plin,24.32,2
b11,mid,plin,24.04,2
c11,mie,plin,31.02,2
d11,mi,plin,31.34,2
a12,mir,plin,24.34,2
b12,mid,plin,23.87,2
c12,mie,plin,30.75,2
d12,mi,plin,31.29,2
a1,mi,srebp,26.48,3
b1,0.01ummehtp,srebp,26.18,3
c1,0.1ummehtp,srebp,26.62,3
d1,1ummehtp,srebp,26.11,3
e1,10ummehtp,srebp,26.54,3
f1,20ummehtp,srebp,26.47,3
a2,mi,srebp,26.2,3
b2,0.01ummehtp,srebp,26.17,3
c2,0.1ummehtp,srebp,26.45,3
d2,1ummehtp,srebp,26.1,3
e2,10ummehtp,srebp,26.42,3
f2,20ummehtp,srebp,26.27,3
a3,mi,srebp,26.16,3
b3,0.01ummehtp,srebp,26.12,3
c3,0.1ummehtp,srebp,26.41,3
d3,1ummehtp,srebp,26,3
e3,10ummehtp,srebp,26.45,3
f3,20ummehtp,srebp,26.18,3
a4,mi,srebp,26.35,4
b4,0.01ummeha,srebp,26.21,4
c4,0.1ummeha,srebp,26.28,4
d4,1ummeha,srebp,26.19,4
e4,10ummeha,srebp,26.31,4
f4,20ummeha,srebp,26.76,4
a5,mi,srebp,26.47,4
b5,0.01ummeha,srebp,26.1,4
c5,0.1ummeha,srebp,26.23,4
d5,1ummeha,srebp,26.18,4
e5,10ummeha,srebp,26.18,4
f5,20ummeha,srebp,26.49,4
a6,mi,srebp,26.36,4
b6,0.01ummeha,srebp,26.08,4
c6,0.1ummeha,srebp,26.09,4
d6,1ummeha,srebp,26.09,4
e6,10ummeha,srebp,26.11,4
f6,20ummeha,srebp,26.55,4
a7,mi,srebp,26.3,3
b7,0.01ummehp,srebp,26.31,3
c7,0.1ummehp,srebp,25.9,3
d7,1ummehp,srebp,25.82,3
e7,10ummehp,srebp,26.32,3
f7,20ummehp,srebp,25.34,3
a8,mi,srebp,26.21,3
b8,0.01ummehp,srebp,26.21,3
c8,0.1ummehp,srebp,26.03,3
d8,1ummehp,srebp,25.9,3
e8,10ummehp,srebp,26.17,3
f8,20ummehp,srebp,25.45,3
a9,mi,srebp,26.25,3
b9,0.01ummehp,srebp,26.11,3
c9,0.1ummehp,srebp,26.02,3
d9,1ummehp,srebp,25.78,3
e9,10ummehp,srebp,26.23,3
f9,20ummehp,srebp,25.22,3
a10,mi,srebp,26.9,3
b10,mie,srebp,25.99,3
c10,mir,srebp,24.96,3
d10,mid,srebp,25.27,3
e10,mi,srebp,26.24,4
f10,mie,srebp,25.72,4
g10,mir,srebp,25.23,4
h10,mid,srebp,25.28,4
a11,mi,srebp,26.88,3
b11,mie,srebp,25.92,3
c11,mir,srebp,24.99,3
d11,mid,srebp,25.22,3
e11,mi,srebp,26.29,4
f11,mie,srebp,25.75,4
g11,mir,srebp,25.19,4
h11,mid,srebp,25.32,4
a12,mi,srebp,27.07,3
b12,mie,srebp,26.07,3
c12,mir,srebp,25.03,3
d12,mid,srebp,25.38,3
e12,mi,srebp,26.45,4
f12,mie,srebp,26.05,4
g12,mir,srebp,25.31,4
h12,mid,srebp,25.33,4
a1,mi,cebpa,27.78,3
b1,0.01ummehtp,cebpa,27.35,3
c1,0.1ummehtp,cebpa,27.89,3
d1,1ummehtp,cebpa,27.49,3
e1,10ummehtp,cebpa,27.68,3
f1,20ummehtp,cebpa,27.63,3
a2,mi,cebpa,27.81,3
b2,0.01ummehtp,cebpa,27.01,3
c2,0.1ummehtp,cebpa,27.41,3
d2,1ummehtp,cebpa,27.02,3
e2,10ummehtp,cebpa,27.05,3
f2,20ummehtp,cebpa,27.05,3
a3,mi,cebpa,27.48,3
b3,0.01ummehtp,cebpa,26.59,3
c3,0.1ummehtp,cebpa,27.13,3
d3,1ummehtp,cebpa,26.56,3
e3,10ummehtp,cebpa,26.82,3
f3,20ummehtp,cebpa,26.83,3
a4,mi,cebpa,27.79,4
b4,0.01ummeha,cebpa,27.06,4
c4,0.1ummeha,cebpa,26.58,4
d4,1ummeha,cebpa,27.1,4
e4,10ummeha,cebpa,27.03,4
f4,20ummeha,cebpa,27.33,4
a5,mi,cebpa,27.84,4
b5,0.01ummeha,cebpa,27.18,4
c5,0.1ummeha,cebpa,26.87,4
d5,1ummeha,cebpa,27.14,4
e5,10ummeha,cebpa,27.13,4
f5,20ummeha,cebpa,27.54,4
a6,mi,cebpa,27.71,4
b6,0.01ummeha,cebpa,27.17,4
c6,0.1ummeha,cebpa,26.88,4
d6,1ummeha,cebpa,27.05,4
e6,10ummeha,cebpa,27.28,4
f6,20ummeha,cebpa,27.52,4
a7,mi,cebpa,27.31,3
b7,0.01ummehp,cebpa,27.35,3
c7,0.1ummehp,cebpa,26.81,3
d7,1ummehp,cebpa,26.68,3
e7,10ummehp,cebpa,26.55,3
f7,20ummehp,cebpa,25.34,3
a8,mi,cebpa,27.49,3
b8,0.01ummehp,cebpa,27.12,3
c8,0.1ummehp,cebpa,26.97,3
d8,1ummehp,cebpa,26.74,3
e8,10ummehp,cebpa,26.84,3
f8,20ummehp,cebpa,25.32,3
a9,mi,cebpa,27.16,3
b9,0.01ummehp,cebpa,27.04,3
c9,0.1ummehp,cebpa,26.64,3
d9,1ummehp,cebpa,26.35,3
e9,10ummehp,cebpa,26.52,3
f9,20ummehp,cebpa,24.95,3
a10,mi,cebpa,28.09,3
b10,mie,cebpa,26.63,3
c10,mir,cebpa,23.7,3
d10,mid,cebpa,24.71,3
e10,mi,cebpa,27.01,4
f10,mie,cebpa,26.63,4
g10,mir,cebpa,24.12,4
h10,mid,cebpa,25.11,4
a11,mi,cebpa,28.34,3
b11,mie,cebpa,26.74,3
c11,mir,cebpa,24.16,3
d11,mid,cebpa,25.23,3
e11,mi,cebpa,27.25,4
f11,mie,cebpa,26.85,4
g11,mir,cebpa,24.37,4
h11,mid,cebpa,25.15,4
a12,mi,cebpa,28.47,3
b12,mie,cebpa,27.13,3
c12,mir,cebpa,24.72,3
d12,mid,cebpa,25.53,3
e12,mi,cebpa,28.1,4
f12,mie,cebpa,27.38,4
g12,mir,cebpa,24.95,4
h12,mid,cebpa,25.26,4
a1,mi,lpl,22.15,3
b1,0.01ummehp,lpl,22.04,3
c1,0.1ummehp,lpl,22.09,3
d1,1ummehp,lpl,21.71,3
e1,10ummehp,lpl,21.1,3
f1,20ummehp,lpl,20.38,3
a2,mi,lpl,21.97,3
b2,0.01ummehp,lpl,21.86,3
c2,0.1ummehp,lpl,22.07,3
d2,1ummehp,lpl,21.64,3
e2,10ummehp,lpl,21.09,3
f2,20ummehp,lpl,20.25,3
a3,mi,lpl,21.89,3
b3,0.01ummehp,lpl,21.84,3
c3,0.1ummehp,lpl,21.84,3
d3,1ummehp,lpl,21.52,3
e3,10ummehp,lpl,21.03,3
f3,20ummehp,lpl,20.23,3
a4,mi,lpl,22.16,4
b4,0.01ummehp,lpl,22.17,4
c4,0.1ummehp,lpl,22.06,4
d4,1ummehp,lpl,21.79,4
e4,10ummehp,lpl,21.27,4
f4,20ummehp,lpl,20.51,4
a5,mi,lpl,22.14,4
b5,0.01ummehp,lpl,22.17,4
c5,0.1ummehp,lpl,21.89,4
d5,1ummehp,lpl,21.9,4
e5,10ummehp,lpl,21.26,4
f5,20ummehp,lpl,20.32,4
a6,mi,lpl,22.05,4
b6,0.01ummehp,lpl,22.11,4
c6,0.1ummehp,lpl,21.92,4
d6,1ummehp,lpl,21.71,4
e6,10ummehp,lpl,21.18,4
f6,20ummehp,lpl,20.26,4
a7,mi,lpl,21.91,5
b7,0.01ummehp,lpl,21.81,5
c7,0.1ummehp,lpl,22.02,5
d7,1ummehp,lpl,21.64,5
e7,10ummehp,lpl,20.61,5
f7,20ummehp,lpl,20.35,5
a8,mi,lpl,22.19,5
b8,0.01ummehp,lpl,21.86,5
c8,0.1ummehp,lpl,21.72,5
d8,1ummehp,lpl,21.49,5
e8,10ummehp,lpl,20.74,5
f8,20ummehp,lpl,20.32,5
a9,mi,lpl,21.77,5
b9,0.01ummehp,lpl,21.76,5
c9,0.1ummehp,lpl,21.79,5
d9,1ummehp,lpl,21.54,5
e9,10ummehp,lpl,20.77,5
f9,20ummehp,lpl,20.33,5
a10,mi,lpl,21.8,3
b10,mie,lpl,22.08,3
c10,mir,lpl,18.69,3
d10,mid,lpl,18.76,3
e10,mi,lpl,22.12,4
f10,mie,lpl,22.05,4
g10,mir,lpl,19.13,4
h10,mid,lpl,19.05,4
a11,mi,lpl,21.8,3
b11,mie,lpl,21.49,3
c11,mir,lpl,18.55,3
d11,mid,lpl,18.72,3
e11,mi,lpl,22.14,4
f11,mie,lpl,22.02,4
g11,mir,lpl,19.09,4
h11,mid,lpl,19.11,4
a12,mi,lpl,21.97,3
b12,mie,lpl,21.74,3
c12,mir,lpl,18.74,3
d12,mid,lpl,18.75,3
e12,mi,lpl,22.36,4
f12,mie,lpl,22.2,4
g12,mir,lpl,19.18,4
h12,mid,lpl,19.07,4
a1,mi,fasn,23.78,3
b1,0.01ummehtp,fasn,23.98,3
c1,0.1ummehtp,fasn,24,3
d1,1ummehtp,fasn,23.61,3
e1,10ummehtp,fasn,23.56,3
f1,20ummehtp,fasn,23.09,3
a2,mi,fasn,23.7,3
b2,0.01ummehtp,fasn,23.85,3
c2,0.1ummehtp,fasn,23.88,3
d2,1ummehtp,fasn,23.45,3
e2,10ummehtp,fasn,23.36,3
f2,20ummehtp,fasn,22.93,3
a3,mi,fasn,23.65,3
b3,0.01ummehtp,fasn,23.8,3
c3,0.1ummehtp,fasn,23.78,3
d3,1ummehtp,fasn,23.4,3
e3,10ummehtp,fasn,23.3,3
f3,20ummehtp,fasn,22.91,3
a4,mi,fasn,24.06,4
b4,0.01ummeha,fasn,24.03,4
c4,0.1ummeha,fasn,24,4
d4,1ummeha,fasn,23.75,4
e4,10ummeha,fasn,23.47,4
f4,20ummeha,fasn,23.91,4
a5,mi,fasn,24.02,4
b5,0.01ummeha,fasn,23.9,4
c5,0.1ummeha,fasn,23.91,4
d5,1ummeha,fasn,23.69,4
e5,10ummeha,fasn,23.54,4
f5,20ummeha,fasn,23.96,4
a6,mi,fasn,23.99,4
b6,0.01ummeha,fasn,23.86,4
c6,0.1ummeha,fasn,23.8,4
d6,1ummeha,fasn,23.6,4
e6,10ummeha,fasn,23.55,4
f6,20ummeha,fasn,23.92,4
a7,mi,fasn,24.02,3
b7,0.01ummehp,fasn,24.02,3
c7,0.1ummehp,fasn,23.47,3
d7,1ummehp,fasn,23.43,3
e7,10ummehp,fasn,23.12,3
f7,20ummehp,fasn,22.19,3
a8,mi,fasn,24.02,3
b8,0.01ummehp,fasn,24.07,3
c8,0.1ummehp,fasn,23.53,3
d8,1ummehp,fasn,23.45,3
e8,10ummehp,fasn,23.13,3
f8,20ummehp,fasn,22.27,3
a9,mi,fasn,23.94,3
b9,0.01ummehp,fasn,24.04,3
c9,0.1ummehp,fasn,23.54,3
d9,1ummehp,fasn,23.39,3
e9,10ummehp,fasn,23.09,3
f9,20ummehp,fasn,22.14,3
a10,mi,fasn,24.33,3
b10,mie,fasn,23.64,3
c10,mir,fasn,21.1,3
d10,mid,fasn,21.92,3
e10,mi,fasn,23.91,4
f10,mie,fasn,23.65,4
g10,mir,fasn,21.18,4
h10,mid,fasn,21.71,4
a11,mi,fasn,24.36,3
b11,mie,fasn,23.63,3
c11,mir,fasn,21.18,3
d11,mid,fasn,22.13,3
e11,mi,fasn,23.96,4
f11,mie,fasn,23.68,4
g11,mir,fasn,21.23,4
h11,mid,fasn,21.97,4
a12,mi,fasn,24.51,3
b12,mie,fasn,23.8,3
c12,mir,fasn,21.3,3
d12,mid,fasn,22.13,3
e12,mi,fasn,24.1,4
f12,mie,fasn,23.86,4
g12,mir,fasn,21.31,4
h12,mid,fasn,21.78,4
a1,mi,b-actin,17.94,6
b1,0.01ummeha,b-actin,17.92,6
c1,0.1ummeha,b-actin,17.58,6
d1,1ummeha,b-actin,17.95,6
e1,10ummeha,b-actin,17.7,6
f1,20ummeha,b-actin,17.73,6
a2,mi,b-actin,17.9,6
b2,0.01ummeha,b-actin,17.87,6
c2,0.1ummeha,b-actin,17.7,6
d2,1ummeha,b-actin,17.96,6
e2,10ummeha,b-actin,17.68,6
f2,20ummeha,b-actin,17.75,6
a3,mi,b-actin,17.88,6
b3,0.01ummeha,b-actin,17.86,6
c3,0.1ummeha,b-actin,17.56,6
d3,1ummeha,b-actin,17.76,6
e3,10ummeha,b-actin,17.62,6
f3,20ummeha,b-actin,17.72,6
a4,mi,b-actin,17.93,6
b4,mie,b-actin,17.99,6
c4,mir,b-actin,17.8,6
d4,mid,b-actin,18.55,6
a5,mi,b-actin,17.92,6
b5,mie,b-actin,17.87,6
c5,mir,b-actin,17.76,6
d5,mid,b-actin,18.47,6
a6,mi,b-actin,17.75,6
b6,mie,b-actin,17.86,6
c6,mir,b-actin,17.74,6
d6,mid,b-actin,18.47,6
a7,mi,fabp4,25.17,6
b7,0.01ummeha,fabp4,24.99,6
c7,0.1ummeha,fabp4,24.71,6
d7,1ummeha,fabp4,24.24,6
e7,10ummeha,fabp4,23.62,6
f7,20ummeha,fabp4,23.12,6
a8,mi,fabp4,25.46,6
b8,0.01ummeha,fabp4,24.97,6
c8,0.1ummeha,fabp4,24.7,6
d8,1ummeha,fabp4,24.2,6
e8,10ummeha,fabp4,23.79,6
f8,20ummeha,fabp4,23.12,6
a9,mi,fabp4,25.18,6
b9,0.01ummeha,fabp4,25.05,6
c9,0.1ummeha,fabp4,24.72,6
d9,1ummeha,fabp4,24.36,6
e9,10ummeha,fabp4,23.79,6
f9,20ummeha,fabp4,23.17,6
a10,mi,fabp4,24.65,6
b10,mie,fabp4,24.64,6
c10,mir,fabp4,19.4,6
d10,mid,fabp4,18.88,6
a11,mi,fabp4,24.5,6
b11,mie,fabp4,24.57,6
c11,mir,fabp4,19.4,6
d11,mid,fabp4,18.93,6
a12,mi,fabp4,24.63,6
b12,mie,fabp4,24.87,6
c12,mir,fabp4,19.45,6
d12,mid,fabp4,18.96,6
a1,mi,b-actin,18.36,5
b1,0.01ummehtp,b-actin,18.26,5
c1,0.1ummehtp,b-actin,18.23,5
d1,1ummehtp,b-actin,18.27,5
e1,10ummehtp,b-actin,18.08,5
f1,20ummehtp,b-actin,18.22,5
a2,mi,b-actin,18.29,5
b2,0.01ummehtp,b-actin,18.24,5
c2,0.1ummehtp,b-actin,18.21,5
d2,1ummehtp,b-actin,18.21,5
e2,10ummehtp,b-actin,18.06,5
f2,20ummehtp,b-actin,18.23,5
a3,mi,b-actin,18.27,5
b3,0.01ummehtp,b-actin,18.28,5
c3,0.1ummehtp,b-actin,18.14,5
d3,1ummehtp,b-actin,18.13,5
e3,10ummehtp,b-actin,18.03,5
f3,20ummehtp,b-actin,18.16,5
a4,mi,b-actin,18.29,5
b4,0.01ummeha,b-actin,18.24,5
c4,0.1ummeha,b-actin,18.12,5
d4,1ummeha,b-actin,18.03,5
e4,10ummeha,b-actin,18.04,5
f4,20ummeha,b-actin,18.1,5
a5,mi,b-actin,18.24,5
b5,0.01ummeha,b-actin,18.25,5
c5,0.1ummeha,b-actin,18.08,5
d5,1ummeha,b-actin,18,5
e5,10ummeha,b-actin,17.96,5
f5,20ummeha,b-actin,18.02,5
a6,mi,b-actin,18.18,5
b6,0.01ummeha,b-actin,18.23,5
c6,0.1ummeha,b-actin,18.16,5
d6,1ummeha,b-actin,17.99,5
e6,10ummeha,b-actin,17.98,5
f6,20ummeha,b-actin,18.05,5
a7,mi,b-actin,18.17,5
b7,0.01ummehp,b-actin,18.26,5
c7,0.1ummehp,b-actin,18.04,5
d7,1ummehp,b-actin,17.96,5
e7,10ummehp,b-actin,17.98,5
f7,20ummehp,b-actin,18.16,5
a8,mi,b-actin,18.41,5
b8,0.01ummehp,b-actin,18.32,5
c8,0.1ummehp,b-actin,18.06,5
d8,1ummehp,b-actin,18,5
e8,10ummehp,b-actin,18.07,5
f8,20ummehp,b-actin,18.18,5
a9,mi,b-actin,18.18,5
b9,0.01ummehp,b-actin,18.24,5
c9,0.1ummehp,b-actin,18.11,5
d9,1ummehp,b-actin,18.03,5
e9,10ummehp,b-actin,18.16,5
f9,20ummehp,b-actin,18.21,5
a10,mi,b-actin,18.22,5
b10,mie,b-actin,18.18,5
c10,mir,b-actin,18.8,5
d10,mid,b-actin,19.15,5
a11,mi,b-actin,18.24,5
b11,mie,b-actin,18.21,5
c11,mir,b-actin,18.86,5
d11,mid,b-actin,19.28,5
a12,mi,b-actin,18.26,5
b12,mie,b-actin,18.36,5
c12,mir,b-actin,18.94,5
d12,mid,b-actin,19.26,5
a1,mi,fabp4,25.2,5
b1,0.01ummehtp,fabp4,25.08,5
c1,0.1ummehtp,fabp4,25.19,5
d1,1ummehtp,fabp4,24.57,5
e1,10ummehtp,fabp4,24.08,5
f1,20ummehtp,fabp4,23.53,5
a2,mi,fabp4,25.31,5
b2,0.01ummehtp,fabp4,24.94,5
c2,0.1ummehtp,fabp4,25.15,5
d2,1ummehtp,fabp4,24.61,5
e2,10ummehtp,fabp4,24.03,5
f2,20ummehtp,fabp4,23.4,5
a3,mi,fabp4,25.22,5
b3,0.01ummehtp,fabp4,24.93,5
c3,0.1ummehtp,fabp4,24.96,5
d3,1ummehtp,fabp4,24.48,5
e3,10ummehtp,fabp4,24.01,5
f3,20ummehtp,fabp4,23.3,5
a4,mi,fabp4,24.71,5
b4,0.01ummeha,fabp4,24.27,5
c4,0.1ummeha,fabp4,24.44,5
d4,1ummeha,fabp4,24.47,5
e4,10ummeha,fabp4,24,5
f4,20ummeha,fabp4,23.22,5
a5,mi,fabp4,24.63,5
b5,0.01ummeha,fabp4,24.15,5
c5,0.1ummeha,fabp4,24.27,5
d5,1ummeha,fabp4,24.46,5
e5,10ummeha,fabp4,23.95,5
f5,20ummeha,fabp4,23.07,5
a6,mi,fabp4,24.45,5
b6,0.01ummeha,fabp4,24.17,5
c6,0.1ummeha,fabp4,24.28,5
d6,1ummeha,fabp4,24.29,5
e6,10ummeha,fabp4,23.95,5
f6,20ummeha,fabp4,23.07,5
a7,mi,fabp4,24.41,5
b7,0.01ummehp,fabp4,24.36,5
c7,0.1ummehp,fabp4,24.13,5
d7,1ummehp,fabp4,23.98,5
e7,10ummehp,fabp4,21.26,5
f7,20ummehp,fabp4,20.51,5
a8,mi,fabp4,24.65,5
b8,0.01ummehp,fabp4,24.39,5
c8,0.1ummehp,fabp4,24.2,5
d8,1ummehp,fabp4,23.87,5
e8,10ummehp,fabp4,21.36,5
f8,20ummehp,fabp4,20.57,5
a9,mi,fabp4,24.31,5
b9,0.01ummehp,fabp4,24.34,5
c9,0.1ummehp,fabp4,24.21,5
d9,1ummehp,fabp4,23.92,5
e9,10ummehp,fabp4,21.37,5
f9,20ummehp,fabp4,20.58,5
a10,mi,fabp4,24.55,5
b10,mie,fabp4,23.75,5
c10,mir,fabp4,18.94,5
d10,mid,fabp4,19.59,5
a11,mi,fabp4,24.35,5
b11,mie,fabp4,23.56,5
c11,mir,fabp4,18.85,5
d11,mid,fabp4,19.46,5
a12,mi,fabp4,24.56,5
b12,mie,fabp4,23.93,5
c12,mir,fabp4,18.81,5
d12,mid,fabp4,19.56,5
a1,mi,b-actin,19.02,1
b1,0.01umtpa,b-actin,19.38,1
c1,0.1umtpa,b-actin,19.51,1
d1,1umtpa,b-actin,18.52,1
f1,20umtpa,b-actin,19.5,1
a2,mi,b-actin,18.97,1
b2,0.01umtpa,b-actin,19.24,1
c2,0.1umtpa,b-actin,19.32,1
d2,1umtpa,b-actin,18.42,1
e2,10umtpa,b-actin,19.85,1
f2,20umtpa,b-actin,19.52,1
a3,mi,b-actin,18.93,1
b3,0.01umtpa,b-actin,19.26,1
c3,0.1umtpa,b-actin,19.17,1
d3,1umtpa,b-actin,18.45,1
e3,10umtpa,b-actin,19.57,1
f3,20umtpa,b-actin,19.33,1
a4,mi,b-actin,19.22,1
b4,0.01umdehtp,b-actin,19.21,1
c4,0.1umdehtp,b-actin,19.98,1
d4,1umdehtp,b-actin,18.7,1
e4,10umdehtp,b-actin,19.85,1
f4,20umdehtp,b-actin,19.64,1
a5,mi,b-actin,19.29,1
b5,0.01umdehtp,b-actin,19.26,1
c5,0.1umdehtp,b-actin,20.01,1
d5,1umdehtp,b-actin,18.81,1
e5,10umdehtp,b-actin,19.84,1
f5,20umdehtp,b-actin,19.55,1
a6,mi,b-actin,19.25,1
b6,0.01umdehtp,b-actin,19.15,1
c6,0.1umdehtp,b-actin,20.15,1
d6,1umdehtp,b-actin,18.64,1
e6,10umdehtp,b-actin,19.76,1
f6,20umdehtp,b-actin,19.51,1
a7,mi,b-actin,19.09,1
b7,0.01umdeha,b-actin,19.23,1
c7,0.1umdeha,b-actin,19.6,1
d7,1umdeha,b-actin,18.99,1
e7,10umdeha,b-actin,18.89,1
f7,20umdeha,b-actin,19.6,1
a8,mi,b-actin,19.09,1
b8,0.01umdeha,b-actin,19.15,1
c8,0.1umdeha,b-actin,19.55,1
d8,1umdeha,b-actin,18.89,1
e8,10umdeha,b-actin,18.87,1
f8,20umdeha,b-actin,19.59,1
a9,mi,b-actin,19.08,1
b9,0.01umdeha,b-actin,19.24,1
c9,0.1umdeha,b-actin,19.66,1
d9,1umdeha,b-actin,18.91,1
e9,10umdeha,b-actin,18.93,1
f9,20umdeha,b-actin,19.51,1
a10,mir,b-actin,19.93,1
b10,mid,b-actin,20.24,1
c10,mie,b-actin,19.43,1
d10,mi,b-actin,19.48,1
a11,mir,b-actin,20.02,1
b11,mid,b-actin,20.2,1
c11,mie,b-actin,19.34,1
d11,mi,b-actin,19.38,1
a12,mir,b-actin,20.04,1
b12,mid,b-actin,20.18,1
c12,mie,b-actin,19.39,1
d12,mi,b-actin,19.39,1
a1,mi,fabp4,22.37,1
b1,0.01umtpa,fabp4,23.02,1
c1,0.1umtpa,fabp4,22.48,1
d1,1umtpa,fabp4,22.37,1
e1,10umtpa,fabp4,22.5,1
f1,20umtpa,fabp4,22.27,1
a2,mi,fabp4,22.3,1
b2,0.01umtpa,fabp4,22.93,1
c2,0.1umtpa,fabp4,22.44,1
d2,1umtpa,fabp4,22.26,1
e2,10umtpa,fabp4,22.39,1
f2,20umtpa,fabp4,22.3,1
a3,mi,fabp4,22.33,1
b3,0.01umtpa,fabp4,22.8,1
c3,0.1umtpa,fabp4,22.3,1
d3,1umtpa,fabp4,22.2,1
e3,10umtpa,fabp4,22.28,1
f3,20umtpa,fabp4,22.15,1
a4,mi,fabp4,22.02,1
b4,0.01umdehtp,fabp4,22.64,1
c4,0.1umdehtp,fabp4,22.34,1
d4,1umdehtp,fabp4,23.21,1
e4,10umdehtp,fabp4,22.27,1
f4,20umdehtp,fabp4,22.29,1
a5,mi,fabp4,22.16,1
b5,0.01umdehtp,fabp4,22.81,1
c5,0.1umdehtp,fabp4,22.25,1
d5,1umdehtp,fabp4,23.22,1
e5,10umdehtp,fabp4,22.25,1
f5,20umdehtp,fabp4,22.41,1
a6,mi,fabp4,22.19,1
b6,0.01umdehtp,fabp4,22.72,1
c6,0.1umdehtp,fabp4,22.44,1
d6,1umdehtp,fabp4,23.1,1
e6,10umdehtp,fabp4,22.23,1
f6,20umdehtp,fabp4,22.43,1
a7,mi,fabp4,22.92,1
b7,0.01umdeha,fabp4,23.2,1
c7,0.1umdeha,fabp4,22.45,1
d7,1umdeha,fabp4,22.82,1
e7,10umdeha,fabp4,22.3,1
f7,20umdeha,fabp4,21.54,1
a8,mi,fabp4,22.79,1
b8,0.01umdeha,fabp4,23.22,1
c8,0.1umdeha,fabp4,22.41,1
d8,1umdeha,fabp4,22.79,1
e8,10umdeha,fabp4,22.26,1
f8,20umdeha,fabp4,21.41,1
a9,mi,fabp4,22.96,1
b9,0.01umdeha,fabp4,23.22,1
c9,0.1umdeha,fabp4,22.48,1
d9,1umdeha,fabp4,22.72,1
e9,10umdeha,fabp4,22.27,1
f9,20umdeha,fabp4,21.48,1
a10,mir,fabp4,17.57,1
b10,mid,fabp4,17.92,1
c10,mie,fabp4,20.08,1
d10,mi,fabp4,20.22,1
a11,mir,fabp4,17.49,1
b11,mid,fabp4,17.92,1
c11,mie,fabp4,20.08,1
d11,mi,fabp4,20.47,1
a12,mir,fabp4,17.52,1
b12,mid,fabp4,18.03,1
c12,mie,fabp4,20.2,1
d12,mi,fabp4,20.53,1
a1,mi,b-actin,18.23,8
b1,20ummehp,b-actin,18.15,8
c1,50ummehp,b-actin,18.6,8
d1,100ummehp,b-actin,18.55,8
e1,mi,lpl,20.79,8
f1,20ummehp,lpl,19.67,8
g1,50ummehp,lpl,18.41,8
h1,100ummehp,lpl,18.35,8
a2,mi,b-actin,18.25,8
b2,20ummehp,b-actin,18.1,8
c2,50ummehp,b-actin,18.64,8
d2,100ummehp,b-actin,18.54,8
e2,mi,lpl,20.64,8
f2,20ummehp,lpl,19.53,8
g2,50ummehp,lpl,18.43,8
h2,100ummehp,lpl,18.36,8
a3,mi,b-actin,18.24,8
b3,20ummehp,b-actin,18.11,8
c3,50ummehp,b-actin,18.44,8
d3,100ummehp,b-actin,18.46,8
e3,mi,lpl,20.65,8
f3,20ummehp,lpl,19.53,8
g3,50ummehp,lpl,18.4,8
h3,100ummehp,lpl,18.36,8
a4,mi,b-actin,18.33,8
b4,20ummehtp,b-actin,17.91,8
c4,50ummehtp,b-actin,17.62,8
d4,100ummehtp,b-actin,18.05,8
e4,mi,lpl,20.61,8
f4,20ummehtp,lpl,20.29,8
g4,50ummehtp,lpl,20.5,8
h4,100ummehtp,lpl,19.91,8
a5,mi,b-actin,18.34,8
b5,20ummehtp,b-actin,17.78,8
c5,50ummehtp,b-actin,17.63,8
d5,100ummehtp,b-actin,17.99,8
e5,mi,lpl,20.55,8
f5,20ummehtp,lpl,20.24,8
g5,50ummehtp,lpl,20.38,8
h5,100ummehtp,lpl,19.78,8
a6,mi,b-actin,18.21,8
b6,20ummehtp,b-actin,17.7,8
c6,50ummehtp,b-actin,17.68,8
d6,100ummehtp,b-actin,17.93,8
e6,mi,lpl,20.57,8
f6,20ummehtp,lpl,20.3,8
g6,50ummehtp,lpl,20.37,8
h6,100ummehtp,lpl,19.74,8
a7,mi,b-actin,17.87,8
b7,20ummeha,b-actin,17.73,8
c7,50ummeha,b-actin,17.55,8
d7,100ummeha,b-actin,17.67,8
e7,mi,lpl,20.49,8
f7,20ummeha,lpl,20.55,8
